event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT002804,12105,BBS,2026-01-16 11:45,27,Operational,Platform congestion at Bhubaneswar delaying berthing.
EVT002805,12278,MYS,2026-01-23 22:00,44,Rolling Stock,Coach fault detected during pre-departure check at Mysuru Junction.
EVT002806,12014,NJP,2026-01-18 14:45,46,Infrastructure,Track maintenance block in effect near New Jalpaiguri.
EVT002807,12219,VSKP,2026-01-05 17:15,14,Signal,Automatic signalling fault reported at Visakhapatnam yard.
EVT002808,12146,SDAH,2026-02-22 03:45,3,Crew,Crew shortage reported at Sealdah link.
EVT002809,12192,ADI,2026-02-24 20:30,60,Crew,Guard unavailability causing hold at Ahmedabad Junction.
EVT002810,12224,JU,2026-02-15 05:15,30,Infrastructure,Track maintenance block in effect near Jodhpur Junction.
EVT002811,12070,JU,2026-02-25 17:15,4,Signal,Automatic signalling fault reported at Jodhpur Junction yard.
EVT002812,12262,SDAH,2026-01-22 08:00,41,Signal,Automatic signalling fault reported at Sealdah yard.
EVT002813,12175,BPL,2026-02-04 08:45,40,Operational,Crossing conflict with another service at Bhopal Junction.
EVT002814,12312,BCT,2026-01-30 09:00,1,Infrastructure,Overhead equipment (OHE) tripping reported near Mumbai Central.
EVT002815,12217,MAS,2026-01-30 18:30,29,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT002816,12017,LDH,2026-01-12 11:15,32,Weather,Heavy rain reducing visibility near Ludhiana Junction.
EVT002817,12296,AGC,2026-02-12 17:15,24,Weather,"Dense fog conditions near Agra Cantt, speed restricted."
EVT002818,12191,JP,2026-02-07 11:30,77,Crew,Crew shortage reported at Jaipur Junction link.
EVT002819,12281,DLI,2026-02-21 08:45,9,Weather,Heavy rain reducing visibility near Delhi Junction (Old Delhi).
EVT002820,12278,RTM,2026-01-21 21:45,36,Signal,Signal failure near Ratlam Junction causing hold-up.
EVT002821,12219,NDLS,2026-02-15 13:15,30,Signal,Signal failure near New Delhi causing hold-up.
EVT002822,12013,COR,2026-02-23 14:45,29,Infrastructure,Track maintenance block in effect near Kota Junction.
EVT002823,12132,TVC,2026-01-19 16:30,2,Operational,Late running of connecting rake into Thiruvananthapuram Central.
EVT002824,12066,BCT,2026-01-12 16:15,21,Signal,Signal failure near Mumbai Central causing hold-up.
EVT002825,12165,BCT,2026-02-05 01:15,35,Rolling Stock,"Locomotive failure reported, engine change required at Mumbai Central."
EVT002826,12242,PUNE,2026-01-01 19:15,36,Crew,Crew shortage reported at Pune Junction link.
EVT002827,12018,MLDT,2026-01-01 20:30,8,Passenger,Passenger chain-pulling incident near Malda Town.
EVT002828,12100,NDLS,2026-01-17 15:00,57,Rolling Stock,"Locomotive failure reported, engine change required at New Delhi."
EVT002829,12025,AII,2026-02-07 18:00,51,Signal,Signal failure near Ajmer Junction causing hold-up.
EVT002830,12161,PRYJ,2026-02-20 21:15,5,Signal,Signal failure near Prayagraj Junction causing hold-up.
EVT002831,12245,NGP,2026-02-23 14:15,44,Crew,Loco pilot booking-on delay at Nagpur Junction.
EVT002832,12313,GHY,2026-02-12 08:15,1,Passenger,Passenger chain-pulling incident near Guwahati.
EVT002833,12220,BWN,2026-01-04 17:00,36,Signal,Points failure at Barddhaman Junction delaying departure.
EVT002834,12239,NDLS,2026-01-01 07:45,43,Weather,High wind speed advisory near New Delhi affecting running.
EVT002835,12053,AII,2026-02-04 10:15,1,Signal,Automatic signalling fault reported at Ajmer Junction yard.
EVT002836,12195,ASR,2026-02-27 17:30,73,Crew,Guard unavailability causing hold at Amritsar Junction.
EVT002837,12082,MLDT,2026-01-06 05:15,2,Signal,Points failure at Malda Town delaying departure.
EVT002838,12261,HWH,2026-01-03 00:45,83,Operational,Late running of connecting rake into Howrah Junction.
EVT002839,12148,ADI,2026-01-08 11:00,63,Infrastructure,Track maintenance block in effect near Ahmedabad Junction.
EVT002840,12207,CSMT,2026-02-02 23:45,57,Passenger,Passenger chain-pulling incident near Chhatrapati Shivaji Maharaj Terminus.
EVT002841,12241,BZA,2026-02-19 00:00,1,Weather,Heavy rain reducing visibility near Vijayawada Junction.
EVT002842,12161,PRYJ,2026-02-02 08:15,1,Crew,Loco pilot booking-on delay at Prayagraj Junction.
EVT002843,12117,NDLS,2026-01-29 17:45,1,Signal,Points failure at New Delhi delaying departure.
EVT002844,12251,BSP,2026-02-12 05:30,15,Rolling Stock,Brake power certification delay at Bilaspur Junction.
EVT002845,12317,KGP,2026-02-01 02:30,31,Operational,Crossing conflict with another service at Kharagpur Junction.
EVT002846,12254,CTC,2026-01-06 19:00,7,Signal,Points failure at Cuttack Junction delaying departure.
EVT002847,12024,MAS,2026-02-27 11:15,38,Rolling Stock,"Locomotive failure reported, engine change required at Chennai Central."
EVT002848,12240,MAS,2026-01-01 10:00,75,Infrastructure,Overhead equipment (OHE) tripping reported near Chennai Central.
EVT002849,12164,CSMT,2026-01-28 13:15,62,Operational,Platform congestion at Chhatrapati Shivaji Maharaj Terminus delaying berthing.
EVT002850,12139,BZA,2026-01-30 01:45,14,Infrastructure,Track maintenance block in effect near Vijayawada Junction.
EVT002851,12032,COR,2026-01-08 22:30,86,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT002852,12131,R,2026-01-08 19:15,1,Weather,High wind speed advisory near Raipur Junction affecting running.
EVT002853,12197,SBC,2026-01-15 12:45,15,Weather,"Dense fog conditions near KSR Bengaluru City Junction, speed restricted."
EVT002854,12156,PURI,2026-01-15 02:15,54,Signal,Automatic signalling fault reported at Puri yard.
EVT002855,12135,DURG,2026-02-06 17:00,28,Operational,Platform congestion at Durg Junction delaying berthing.
EVT002856,12055,PNBE,2026-01-16 17:15,1,Operational,Platform congestion at Patna Junction delaying berthing.
EVT002857,12140,SC,2026-01-17 18:30,42,Infrastructure,Track maintenance block in effect near Secunderabad Junction.
EVT002858,12263,UBL,2026-02-02 03:45,49,Weather,High wind speed advisory near Hubballi Junction affecting running.
EVT002859,12169,MFP,2026-01-23 09:15,63,Infrastructure,Overhead equipment (OHE) tripping reported near Muzaffarpur Junction.
EVT002860,12296,PRYJ,2026-01-03 20:15,28,Operational,Crossing conflict with another service at Prayagraj Junction.
EVT002861,12187,SDAH,2026-01-02 09:30,1,Weather,Heavy rain reducing visibility near Sealdah.
EVT002862,12268,DLI,2026-01-05 01:00,22,Weather,"Dense fog conditions near Delhi Junction (Old Delhi), speed restricted."
EVT002863,12300,CSMT,2026-02-14 06:15,1,Rolling Stock,"Locomotive failure reported, engine change required at Chhatrapati Shivaji Maharaj Terminus."
EVT002864,12043,BCT,2026-02-18 05:45,21,Rolling Stock,Coach fault detected during pre-departure check at Mumbai Central.
EVT002865,12147,UBL,2026-01-04 14:30,39,Passenger,Passenger chain-pulling incident near Hubballi Junction.
EVT002866,12172,MS,2026-02-06 00:45,14,Passenger,"Medical emergency on board, halted at Chennai Egmore."
EVT002867,12010,BSL,2026-02-06 03:45,21,Signal,Points failure at Bhusaval Junction delaying departure.
EVT002868,12192,ADI,2026-02-21 10:15,38,Signal,Signal failure near Ahmedabad Junction causing hold-up.
EVT002869,12276,MAS,2026-01-18 11:30,26,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT002870,12272,NDLS,2026-01-06 16:30,9,Crew,Guard unavailability causing hold at New Delhi.
EVT002871,12222,JBP,2026-01-16 08:45,4,Weather,High wind speed advisory near Jabalpur Junction affecting running.
EVT002872,12054,VSKP,2026-01-27 16:00,75,Signal,Signal failure near Visakhapatnam causing hold-up.
EVT002873,12240,MAS,2026-01-25 22:15,8,Operational,Platform congestion at Chennai Central delaying berthing.
EVT002874,12030,CSMT,2026-01-03 20:15,6,Crew,Crew shortage reported at Chhatrapati Shivaji Maharaj Terminus link.
EVT002875,12251,R,2026-01-09 07:15,59,Passenger,"Medical emergency on board, halted at Raipur Junction."
EVT002876,12171,PRYJ,2026-01-08 02:00,58,Crew,Crew shortage reported at Prayagraj Junction link.
EVT002877,12225,MAS,2026-02-04 00:45,66,Rolling Stock,Brake power certification delay at Chennai Central.
EVT002878,12136,BBS,2026-01-25 14:45,1,Signal,Points failure at Bhubaneswar delaying departure.
EVT002879,12009,MFP,2026-01-23 19:45,22,Infrastructure,Overhead equipment (OHE) tripping reported near Muzaffarpur Junction.
EVT002880,12161,JBP,2026-01-22 08:30,18,Signal,Automatic signalling fault reported at Jabalpur Junction yard.
EVT002881,12279,HYB,2026-02-21 11:00,1,Passenger,Overcrowding-related boarding delay at Hyderabad Deccan.
EVT002882,12200,PNBE,2026-02-24 19:00,43,Infrastructure,Track maintenance block in effect near Patna Junction.
EVT002883,12135,NDLS,2026-01-20 20:30,25,Weather,"Dense fog conditions near New Delhi, speed restricted."
EVT002884,12292,VSKP,2026-02-17 11:15,27,Signal,Signal failure near Visakhapatnam causing hold-up.
EVT002885,12215,COR,2026-02-22 23:15,58,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT002886,12024,SC,2026-01-25 23:45,10,Operational,Crossing conflict with another service at Secunderabad Junction.
EVT002887,12182,ST,2026-01-01 07:00,29,Signal,Automatic signalling fault reported at Surat yard.
EVT002888,12246,PRYJ,2026-01-01 12:30,50,Crew,Guard unavailability causing hold at Prayagraj Junction.
EVT002889,12033,SC,2026-02-20 15:45,22,Operational,Late running of connecting rake into Secunderabad Junction.
EVT002890,12119,BZA,2026-01-03 21:45,71,Infrastructure,Speed restriction due to track renewal work near Vijayawada Junction.
EVT002891,12261,COR,2026-01-30 03:45,1,Operational,Crossing conflict with another service at Kota Junction.
EVT002892,12087,CSMT,2026-02-08 20:15,1,Operational,Crossing conflict with another service at Chhatrapati Shivaji Maharaj Terminus.
EVT002893,12092,JP,2026-01-29 05:45,104,Rolling Stock,Coach fault detected during pre-departure check at Jaipur Junction.
EVT002894,12171,PNBE,2026-02-27 06:15,73,Signal,Automatic signalling fault reported at Patna Junction yard.
EVT002895,12050,BBS,2026-02-22 14:00,46,Rolling Stock,"Locomotive failure reported, engine change required at Bhubaneswar."
EVT002896,12282,NGP,2026-02-11 04:00,1,Infrastructure,Track maintenance block in effect near Nagpur Junction.
EVT002897,12085,SDAH,2026-02-23 23:45,27,Operational,Crossing conflict with another service at Sealdah.
EVT002898,12158,SBC,2026-01-07 17:30,23,Passenger,Passenger chain-pulling incident near KSR Bengaluru City Junction.
EVT002899,12119,BZA,2026-02-02 07:30,18,Passenger,"Medical emergency on board, halted at Vijayawada Junction."
EVT002900,12090,UBL,2026-02-17 17:45,47,Passenger,"Medical emergency on board, halted at Hubballi Junction."
EVT002901,12098,HYB,2026-03-01 07:15,1,Signal,Automatic signalling fault reported at Hyderabad Deccan yard.
EVT002902,12147,KYN,2026-01-23 04:45,28,Signal,Automatic signalling fault reported at Kalyan Junction yard.
EVT002903,12186,ADI,2026-01-13 20:15,30,Crew,Guard unavailability causing hold at Ahmedabad Junction.
EVT002904,12024,MAS,2026-01-11 03:45,5,Operational,Late running of connecting rake into Chennai Central.
EVT002905,12262,DLI,2026-01-06 22:30,42,Rolling Stock,Coach fault detected during pre-departure check at Delhi Junction (Old Delhi).
EVT002906,12250,BBS,2026-02-22 21:00,38,Operational,Platform congestion at Bhubaneswar delaying berthing.
EVT002907,12188,TATA,2026-02-26 22:15,14,Signal,Automatic signalling fault reported at Tatanagar Junction yard.
EVT002908,12007,JP,2026-01-31 18:00,25,Weather,High wind speed advisory near Jaipur Junction affecting running.
EVT002909,12155,NGP,2026-02-26 15:45,21,Operational,Late running of connecting rake into Nagpur Junction.
EVT002910,12198,LDH,2026-02-15 12:15,1,Crew,Loco pilot booking-on delay at Ludhiana Junction.
EVT002911,12103,SDAH,2026-02-17 04:00,52,Rolling Stock,"Locomotive failure reported, engine change required at Sealdah."
EVT002912,12156,PURI,2026-01-31 22:30,47,Weather,Heavy rain reducing visibility near Puri.
EVT002913,12227,BZA,2026-02-16 05:15,75,Rolling Stock,"Locomotive failure reported, engine change required at Vijayawada Junction."
EVT002914,12024,MAS,2026-01-19 05:15,24,Signal,Signal failure near Chennai Central causing hold-up.
EVT002915,12230,TVC,2026-01-14 21:15,16,Rolling Stock,Brake power certification delay at Thiruvananthapuram Central.
EVT002916,12182,ST,2026-02-08 19:45,41,Signal,Points failure at Surat delaying departure.
EVT002917,12081,BCT,2026-02-09 05:45,42,Signal,Signal failure near Mumbai Central causing hold-up.
EVT002918,12315,MYS,2026-01-14 23:00,35,Weather,"Dense fog conditions near Mysuru Junction, speed restricted."
EVT002919,12241,VSKP,2026-02-15 22:00,54,Weather,High wind speed advisory near Visakhapatnam affecting running.
EVT002920,12047,GHY,2026-02-23 22:15,55,Operational,Platform congestion at Guwahati delaying berthing.
EVT002921,12020,GKP,2026-02-13 08:45,34,Signal,Signal failure near Gorakhpur Junction causing hold-up.
EVT002922,12024,SBC,2026-02-11 01:30,25,Rolling Stock,Brake power certification delay at KSR Bengaluru City Junction.
EVT002923,12174,VSKP,2026-02-15 11:00,1,Rolling Stock,"Locomotive failure reported, engine change required at Visakhapatnam."
EVT002924,12102,BBS,2026-01-23 06:45,52,Passenger,Overcrowding-related boarding delay at Bhubaneswar.
EVT002925,12092,JP,2026-02-22 18:15,21,Rolling Stock,Brake power certification delay at Jaipur Junction.
EVT002926,12307,PRYJ,2026-02-20 06:15,1,Signal,Automatic signalling fault reported at Prayagraj Junction yard.
EVT002927,12137,MAS,2026-02-19 13:45,33,Crew,Loco pilot booking-on delay at Chennai Central.
EVT002928,12236,MAS,2026-01-21 09:15,26,Passenger,Overcrowding-related boarding delay at Chennai Central.
EVT002929,12180,ADI,2026-01-28 07:00,19,Operational,Platform congestion at Ahmedabad Junction delaying berthing.
EVT002930,12151,NGP,2026-01-17 14:30,26,Weather,High wind speed advisory near Nagpur Junction affecting running.
EVT002931,12033,CSMT,2026-02-13 14:00,59,Signal,Points failure at Chhatrapati Shivaji Maharaj Terminus delaying departure.
EVT002932,12080,PRYJ,2026-02-11 22:30,36,Signal,Points failure at Prayagraj Junction delaying departure.
EVT002933,12138,ADI,2026-02-21 21:30,23,Crew,Guard unavailability causing hold at Ahmedabad Junction.
EVT002934,12155,DLI,2026-02-12 12:30,56,Rolling Stock,Coach fault detected during pre-departure check at Delhi Junction (Old Delhi).
EVT002935,12168,BZA,2026-01-30 04:00,45,Weather,"Dense fog conditions near Vijayawada Junction, speed restricted."
EVT002936,12067,ASN,2026-01-31 02:15,61,Weather,Heavy rain reducing visibility near Asansol Junction.
EVT002937,12296,AGC,2026-01-26 09:45,40,Infrastructure,Track maintenance block in effect near Agra Cantt.
EVT002938,12067,DURG,2026-01-23 10:30,22,Weather,"Dense fog conditions near Durg Junction, speed restricted."
EVT002939,12075,BPL,2026-01-14 14:15,19,Rolling Stock,"Locomotive failure reported, engine change required at Bhopal Junction."
EVT002940,12211,JP,2026-02-10 21:15,24,Rolling Stock,"Locomotive failure reported, engine change required at Jaipur Junction."
EVT002941,12317,BBS,2026-02-09 23:15,78,Rolling Stock,Coach fault detected during pre-departure check at Bhubaneswar.
EVT002942,12204,KGP,2026-01-04 22:45,38,Rolling Stock,Coach fault detected during pre-departure check at Kharagpur Junction.
EVT002943,12108,VSKP,2026-02-20 20:15,1,Signal,Points failure at Visakhapatnam delaying departure.
EVT002944,12080,PNBE,2026-02-06 02:15,5,Operational,Late running of connecting rake into Patna Junction.
EVT002945,12164,BSP,2026-02-10 10:30,14,Rolling Stock,"Locomotive failure reported, engine change required at Bilaspur Junction."
EVT002946,12185,RTM,2026-01-08 11:00,15,Rolling Stock,Brake power certification delay at Ratlam Junction.
EVT002947,12044,PRYJ,2026-01-26 20:45,1,Rolling Stock,"Locomotive failure reported, engine change required at Prayagraj Junction."
EVT002948,12036,KGP,2026-02-15 12:15,37,Operational,Late running of connecting rake into Kharagpur Junction.
EVT002949,12236,MDU,2026-02-23 03:30,13,Weather,"Dense fog conditions near Madurai Junction, speed restricted."
EVT002950,12185,RTM,2026-01-23 02:30,72,Operational,Late running of connecting rake into Ratlam Junction.
EVT002951,12308,ADI,2026-01-17 12:15,24,Rolling Stock,"Locomotive failure reported, engine change required at Ahmedabad Junction."
EVT002952,12278,BPL,2026-01-19 10:00,22,Infrastructure,Track maintenance block in effect near Bhopal Junction.
EVT002953,12064,COR,2026-02-13 16:30,61,Signal,Points failure at Kota Junction delaying departure.
EVT002954,12051,GHY,2026-01-04 11:15,45,Signal,Signal failure near Guwahati causing hold-up.
EVT002955,12283,ASR,2026-02-06 22:15,28,Crew,Guard unavailability causing hold at Amritsar Junction.
EVT002956,12094,JBP,2026-01-11 22:30,24,Weather,Heavy rain reducing visibility near Jabalpur Junction.
EVT002957,12255,KGP,2026-02-22 21:45,35,Rolling Stock,Brake power certification delay at Kharagpur Junction.
EVT002958,12103,NDLS,2026-02-05 05:45,3,Crew,Guard unavailability causing hold at New Delhi.
EVT002959,12209,JHS,2026-01-01 19:45,28,Infrastructure,Overhead equipment (OHE) tripping reported near Jhansi Junction.
EVT002960,12113,MAS,2026-01-19 18:45,25,Weather,Heavy rain reducing visibility near Chennai Central.
EVT002961,12187,BSP,2026-01-08 04:00,27,Passenger,Passenger chain-pulling incident near Bilaspur Junction.
EVT002962,12186,MLDT,2026-01-04 03:15,33,Operational,Crossing conflict with another service at Malda Town.
EVT002963,12113,AGC,2026-01-25 13:15,42,Weather,"Dense fog conditions near Agra Cantt, speed restricted."
EVT002964,12031,UMB,2026-01-22 13:30,68,Rolling Stock,Coach fault detected during pre-departure check at Ambala Cantt Junction.
EVT002965,12011,MLDT,2026-01-08 02:30,28,Weather,"Dense fog conditions near Malda Town, speed restricted."
EVT002966,12252,COR,2026-02-25 11:30,45,Signal,Automatic signalling fault reported at Kota Junction yard.
EVT002967,12116,ROU,2026-02-17 20:30,51,Signal,Automatic signalling fault reported at Rourkela yard.
EVT002968,12162,TPJ,2026-02-22 19:30,1,Signal,Automatic signalling fault reported at Tiruchchirapalli Junction yard.
EVT002969,12007,COR,2026-01-04 14:15,46,Operational,Platform congestion at Kota Junction delaying berthing.
EVT002970,12286,MFP,2026-02-07 18:15,1,Infrastructure,Speed restriction due to track renewal work near Muzaffarpur Junction.
EVT002971,12076,SBC,2026-02-16 22:45,1,Weather,"Dense fog conditions near KSR Bengaluru City Junction, speed restricted."
EVT002972,12258,BBS,2026-01-07 00:45,16,Crew,Guard unavailability causing hold at Bhubaneswar.
EVT002973,12174,VSKP,2026-01-23 09:30,41,Passenger,Overcrowding-related boarding delay at Visakhapatnam.
EVT002974,12100,SDAH,2026-02-12 06:45,19,Infrastructure,Track maintenance block in effect near Sealdah.
EVT002975,12130,KYN,2026-03-01 07:45,68,Operational,Platform congestion at Kalyan Junction delaying berthing.
EVT002976,12235,CSMT,2026-02-28 08:15,56,Signal,Signal failure near Chhatrapati Shivaji Maharaj Terminus causing hold-up.
EVT002977,12023,ASR,2026-01-23 01:15,56,Operational,Late running of connecting rake into Amritsar Junction.
EVT002978,12317,KGP,2026-01-01 14:15,6,Passenger,Overcrowding-related boarding delay at Kharagpur Junction.
EVT002979,12226,SUR,2026-03-01 08:30,19,Weather,High wind speed advisory near Solapur Junction affecting running.
EVT002980,12051,JBP,2026-02-08 00:30,29,Rolling Stock,Coach fault detected during pre-departure check at Jabalpur Junction.
EVT002981,12087,MAS,2026-01-19 20:00,4,Passenger,"Medical emergency on board, halted at Chennai Central."
EVT002982,12053,COR,2026-01-07 08:00,20,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT002983,12262,NGP,2026-02-22 18:30,35,Passenger,Passenger chain-pulling incident near Nagpur Junction.
EVT002984,12165,SUR,2026-02-09 18:15,2,Operational,Platform congestion at Solapur Junction delaying berthing.
EVT002985,12302,KGP,2026-02-07 01:00,41,Operational,Crossing conflict with another service at Kharagpur Junction.
EVT002986,12283,NDLS,2026-01-01 09:45,63,Infrastructure,Overhead equipment (OHE) tripping reported near New Delhi.
EVT002987,12120,BBS,2026-02-07 09:45,1,Signal,Points failure at Bhubaneswar delaying departure.
EVT002988,12305,PRYJ,2026-02-27 10:15,1,Infrastructure,Speed restriction due to track renewal work near Prayagraj Junction.
EVT002989,12154,R,2026-02-22 14:30,52,Rolling Stock,"Locomotive failure reported, engine change required at Raipur Junction."
EVT002990,12221,SBC,2026-01-29 08:45,21,Infrastructure,Speed restriction due to track renewal work near KSR Bengaluru City Junction.
EVT002991,12192,ADI,2026-01-14 21:45,1,Operational,Platform congestion at Ahmedabad Junction delaying berthing.
EVT002992,12193,MAS,2026-01-05 20:00,13,Infrastructure,Track maintenance block in effect near Chennai Central.
EVT002993,12207,SDAH,2026-02-26 04:30,9,Crew,Crew shortage reported at Sealdah link.
EVT002994,12253,PNBE,2026-02-01 09:45,17,Rolling Stock,Brake power certification delay at Patna Junction.
EVT002995,12083,ST,2026-01-14 05:30,30,Rolling Stock,"Locomotive failure reported, engine change required at Surat."
EVT002996,12005,JP,2026-01-02 05:15,70,Operational,Late running of connecting rake into Jaipur Junction.
EVT002997,12060,BPL,2026-01-05 01:00,25,Infrastructure,Track maintenance block in effect near Bhopal Junction.
EVT002998,12066,VSKP,2026-02-11 14:30,21,Passenger,"Medical emergency on board, halted at Visakhapatnam."
EVT002999,12132,CSMT,2026-02-06 13:00,68,Crew,Guard unavailability causing hold at Chhatrapati Shivaji Maharaj Terminus.
EVT003000,12140,KGP,2026-02-19 16:00,28,Signal,Signal failure near Kharagpur Junction causing hold-up.
EVT003001,12034,BZA,2026-01-17 15:00,40,Infrastructure,Speed restriction due to track renewal work near Vijayawada Junction.
EVT003002,12012,UBL,2026-02-07 05:45,1,Crew,Guard unavailability causing hold at Hubballi Junction.
EVT003003,12185,RTM,2026-01-11 10:30,43,Infrastructure,Track maintenance block in effect near Ratlam Junction.
EVT003004,12158,TVC,2026-01-12 12:00,66,Rolling Stock,Brake power certification delay at Thiruvananthapuram Central.
EVT003005,12163,NDLS,2026-02-08 20:15,23,Passenger,Passenger chain-pulling incident near New Delhi.
EVT003006,12247,AGC,2026-02-06 14:15,54,Weather,Heavy rain reducing visibility near Agra Cantt.
EVT003007,12120,BCT,2026-01-02 16:45,62,Signal,Points failure at Mumbai Central delaying departure.
EVT003008,12123,SUR,2026-01-20 23:30,15,Passenger,"Medical emergency on board, halted at Solapur Junction."
EVT003009,12118,MAS,2026-02-05 05:00,1,Rolling Stock,Brake power certification delay at Chennai Central.
EVT003010,12102,KYN,2026-01-21 12:00,70,Weather,Heavy rain reducing visibility near Kalyan Junction.
EVT003011,12285,NJP,2026-02-03 06:45,43,Infrastructure,Speed restriction due to track renewal work near New Jalpaiguri.
EVT003012,12067,ASN,2026-02-28 22:30,24,Rolling Stock,Brake power certification delay at Asansol Junction.
EVT003013,12151,HYB,2026-01-30 19:00,20,Weather,"Dense fog conditions near Hyderabad Deccan, speed restricted."
EVT003014,12146,ADI,2026-01-23 07:45,11,Infrastructure,Speed restriction due to track renewal work near Ahmedabad Junction.
EVT003015,12310,BPL,2026-01-28 00:15,1,Rolling Stock,"Locomotive failure reported, engine change required at Bhopal Junction."
EVT003016,12264,KYN,2026-02-13 00:00,1,Signal,Points failure at Kalyan Junction delaying departure.
EVT003017,12088,ERS,2026-02-16 17:15,65,Rolling Stock,Brake power certification delay at Ernakulam Junction.
EVT003018,12137,SC,2026-01-21 06:00,31,Infrastructure,Speed restriction due to track renewal work near Secunderabad Junction.
EVT003019,12075,BPL,2026-02-05 03:45,36,Infrastructure,Speed restriction due to track renewal work near Bhopal Junction.
EVT003020,12010,SC,2026-01-21 17:15,41,Passenger,Passenger chain-pulling incident near Secunderabad Junction.
EVT003021,12076,SC,2026-01-09 08:00,43,Signal,Automatic signalling fault reported at Secunderabad Junction yard.
EVT003022,12029,BZA,2026-02-03 20:00,46,Infrastructure,Overhead equipment (OHE) tripping reported near Vijayawada Junction.
EVT003023,12278,RTM,2026-01-11 21:15,22,Weather,Heavy rain reducing visibility near Ratlam Junction.
EVT003024,12098,MAS,2026-02-16 09:45,88,Signal,Automatic signalling fault reported at Chennai Central yard.
EVT003025,12061,NDLS,2026-02-15 03:45,22,Crew,Crew shortage reported at New Delhi link.
EVT003026,12075,COR,2026-01-08 07:15,32,Operational,Crossing conflict with another service at Kota Junction.
EVT003027,12162,TPJ,2026-01-17 11:30,36,Operational,Crossing conflict with another service at Tiruchchirapalli Junction.
EVT003028,12131,TPJ,2026-01-31 00:00,21,Signal,Automatic signalling fault reported at Tiruchchirapalli Junction yard.
EVT003029,12264,MAO,2026-02-01 08:30,15,Weather,Heavy rain reducing visibility near Madgaon Junction.
EVT003030,12089,SBC,2026-02-13 14:15,1,Rolling Stock,"Locomotive failure reported, engine change required at KSR Bengaluru City Junction."
EVT003031,12111,NDLS,2026-01-04 16:15,45,Infrastructure,Overhead equipment (OHE) tripping reported near New Delhi.
EVT003032,12137,SC,2026-02-16 01:00,11,Infrastructure,Overhead equipment (OHE) tripping reported near Secunderabad Junction.
EVT003033,12002,CSMT,2026-01-30 15:15,28,Weather,"Dense fog conditions near Chhatrapati Shivaji Maharaj Terminus, speed restricted."
EVT003034,12195,CSMT,2026-02-02 11:45,29,Passenger,"Medical emergency on board, halted at Chhatrapati Shivaji Maharaj Terminus."
EVT003035,12047,GHY,2026-01-15 07:15,27,Weather,"Dense fog conditions near Guwahati, speed restricted."
EVT003036,12113,VSKP,2026-02-19 18:00,2,Infrastructure,Track maintenance block in effect near Visakhapatnam.
EVT003037,12126,DLI,2026-01-19 21:00,63,Weather,"Dense fog conditions near Delhi Junction (Old Delhi), speed restricted."
EVT003038,12223,BPL,2026-02-13 14:45,28,Weather,Heavy rain reducing visibility near Bhopal Junction.
EVT003039,12313,ADI,2026-01-10 23:00,27,Rolling Stock,Coach fault detected during pre-departure check at Ahmedabad Junction.
EVT003040,12310,BPL,2026-01-18 17:00,1,Rolling Stock,Brake power certification delay at Bhopal Junction.
EVT003041,12314,RTM,2026-01-30 10:45,28,Signal,Signal failure near Ratlam Junction causing hold-up.
EVT003042,12230,JP,2026-01-29 04:00,43,Infrastructure,Track maintenance block in effect near Jaipur Junction.
EVT003043,12243,NDLS,2026-01-08 14:30,32,Weather,High wind speed advisory near New Delhi affecting running.
EVT003044,12169,GKP,2026-01-30 14:30,25,Weather,"Dense fog conditions near Gorakhpur Junction, speed restricted."
EVT003045,12126,NDLS,2026-01-20 09:30,51,Signal,Points failure at New Delhi delaying departure.
EVT003046,12309,PRYJ,2026-02-02 18:00,12,Weather,High wind speed advisory near Prayagraj Junction affecting running.
EVT003047,12251,PRYJ,2026-02-03 23:00,1,Signal,Signal failure near Prayagraj Junction causing hold-up.
EVT003048,12009,NDLS,2026-01-19 18:15,50,Signal,Signal failure near New Delhi causing hold-up.
EVT003049,12000,GHY,2026-02-27 17:45,34,Signal,Signal failure near Guwahati causing hold-up.
EVT003050,12163,JHS,2026-02-13 00:15,50,Infrastructure,Speed restriction due to track renewal work near Jhansi Junction.
EVT003051,12099,HWH,2026-03-01 00:15,37,Passenger,"Medical emergency on board, halted at Howrah Junction."
EVT003052,12137,ERS,2026-02-28 07:45,89,Signal,Points failure at Ernakulam Junction delaying departure.
EVT003053,12112,UMB,2026-02-14 00:30,24,Signal,Points failure at Ambala Cantt Junction delaying departure.
EVT003054,12263,SC,2026-02-28 23:00,6,Operational,Late running of connecting rake into Secunderabad Junction.
EVT003055,12277,NDLS,2026-01-30 07:15,1,Weather,High wind speed advisory near New Delhi affecting running.
EVT003056,12090,SC,2026-02-25 15:00,1,Crew,Guard unavailability causing hold at Secunderabad Junction.
EVT003057,12302,MAS,2026-02-12 18:45,34,Operational,Platform congestion at Chennai Central delaying berthing.
EVT003058,12295,ASN,2026-01-27 05:00,74,Weather,"Dense fog conditions near Asansol Junction, speed restricted."
